bulan,periode,stok,cuaca,penjualan
November,5535,306,Mendung,90
Mei,5536,242,Cerah,141
Agustus,5537,125,Cerah,170
Juni,5538,255,Cerah,105
Januari,5539,221,Mendung,84
Februari,5540,347,Hujan,129
Agustus,5541,107,Hujan,102
Desember,5542,201,Mendung,129
Juli,5543,180,Hujan,122
November,5544,172,Hujan,126
Juni,5545,318,Cerah,144
September,5546,164,Cerah,152
Januari,5547,305,Mendung,116
Mei,5548,257,Hujan,214
Maret,5549,107,Cerah,135
Oktober,5550,239,Hujan,81
Agustus,5551,346,Hujan,125
November,5552,305,Cerah,152
Mei,5553,140,Cerah,152
Januari,5554,145,Hujan,134
Juli,5555,156,Hujan,155
November,5556,221,Cerah,80
Maret,5557,153,Mendung,117
Januari,5558,105,Mendung,189
Oktober,5559,195,Hujan,98
Oktober,5560,207,Cerah,161
Desember,5561,144,Mendung,132
September,5562,332,Mendung,103
Oktober,5563,271,Hujan,146
November,5564,250,Cerah,140
Februari,5565,164,Cerah,163
November,5566,296,Hujan,184
Maret,5567,296,Cerah,173
Oktober,5568,204,Hujan,174
November,5569,278,Cerah,183
Januari,5570,223,Mendung,74
Juni,5571,102,Cerah,117
Juli,5572,326,Cerah,197
Februari,5573,309,Mendung,213
Juli,5574,179,Mendung,148
Juni,5575,240,Hujan,163
Oktober,5576,281,Mendung,161
Juli,5577,188,Cerah,164
Juni,5578,328,Cerah,158
Desember,5579,320,Cerah,169
Januari,5580,201,Cerah,120
Juli,5581,209,Mendung,108
Mei,5582,281,Cerah,180
Maret,5583,206,Cerah,97
Juli,5584,347,Mendung,114
Juni,5585,144,Cerah,193
Maret,5586,191,Hujan,128
Juni,5587,213,Hujan,105
Juni,5588,152,Hujan,207
Juni,5589,225,Cerah,154
Mei,5590,233,Hujan,165
Mei,5591,127,Cerah,87
Januari,5592,184,Mendung,150
November,5593,345,Mendung,106
April,5594,239,Mendung,135
Januari,5595,294,Cerah,96
November,5596,282,Hujan,193
Agustus,5597,139,Cerah,86
Juni,5598,126,Hujan,136
Oktober,5599,211,Hujan,76
Agustus,5600,225,Cerah,80
November,5601,117,Hujan,119
September,5602,150,Cerah,102
Juni,5603,250,Cerah,196
April,5604,301,Mendung,150
Oktober,5605,265,Hujan,180
Juni,5606,288,Mendung,216
November,5607,313,Hujan,84
April,5608,104,Cerah,182
Desember,5609,203,Hujan,155
September,5610,342,Hujan,168
September,5611,333,Hujan,92
Juni,5612,206,Cerah,78
September,5613,249,Cerah,98
Juni,5614,187,Hujan,124
Agustus,5615,313,Cerah,79
Desember,5616,338,Mendung,158
Februari,5617,158,Cerah,213
April,5618,300,Mendung,149
April,5619,252,Cerah,204
Juli,5620,128,Mendung,101
Juli,5621,136,Cerah,135
Maret,5622,121,Mendung,178
Agustus,5623,306,Hujan,125
April,5624,185,Hujan,146
November,5625,250,Hujan,204
Juni,5626,119,Cerah,78
Maret,5627,110,Hujan,185
Mei,5628,207,Mendung,177
Juni,5629,207,Cerah,166
Juni,5630,294,Cerah,106
Mei,5631,253,Hujan,198
Januari,5632,116,Mendung,130
Desember,5633,277,Hujan,179
Agustus,5634,268,Hujan,209
Juni,5635,333,Cerah,190
Agustus,5636,109,Hujan,216
April,5637,114,Hujan,89
Oktober,5638,145,Hujan,128
Agustus,5639,152,Hujan,95
Agustus,5640,278,Cerah,147
September,5641,180,Mendung,212
November,5642,167,Cerah,131
Mei,5643,145,Cerah,181
November,5644,346,Hujan,110
Juni,5645,297,Hujan,180
November,5646,181,Hujan,217
Januari,5647,281,Cerah,210
Desember,5648,189,Mendung,179
April,5649,134,Mendung,128
Maret,5650,294,Hujan,94
Mei,5651,297,Cerah,111
Mei,5652,244,Hujan,180
April,5653,148,Hujan,122
Oktober,5654,174,Cerah,193
Agustus,5655,233,Hujan,96
Maret,5656,317,Mendung,213
Agustus,5657,100,Mendung,202
November,5658,104,Mendung,207
April,5659,170,Mendung,217
Januari,5660,124,Cerah,162
Maret,5661,215,Hujan,116
Januari,5662,274,Cerah,109
Desember,5663,333,Cerah,139
Maret,5664,286,Hujan,142
Agustus,5665,245,Mendung,98
Juli,5666,165,Cerah,214
Juni,5667,253,Cerah,198
Desember,5668,238,Cerah,98
Desember,5669,209,Hujan,161
November,5670,348,Hujan,77
September,5671,206,Hujan,115
Juli,5672,191,Hujan,73
Juni,5673,274,Hujan,177
November,5674,245,Hujan,159
Februari,5675,167,Mendung,219
Desember,5676,195,Mendung,203
Februari,5677,136,Mendung,78
November,5678,247,Hujan,107
April,5679,281,Hujan,168
November,5680,207,Mendung,178
Februari,5681,274,Hujan,148
April,5682,252,Hujan,213
Agustus,5683,198,Cerah,189
Agustus,5684,109,Cerah,98
Januari,5685,224,Hujan,163
April,5686,178,Cerah,157
Januari,5687,287,Cerah,190
April,5688,331,Hujan,117
Agustus,5689,263,Mendung,206
September,5690,196,Mendung,89
Januari,5691,175,Cerah,185
November,5692,290,Mendung,145
Januari,5693,290,Hujan,123
Mei,5694,153,Cerah,207
November,5695,291,Mendung,157
Juli,5696,131,Cerah,174
Januari,5697,304,Mendung,118
Oktober,5698,259,Cerah,74
September,5699,309,Hujan,126
Agustus,5700,153,Mendung,162
Januari,5701,311,Mendung,117
November,5702,221,Hujan,150
Oktober,5703,275,Cerah,170
Agustus,5704,156,Cerah,142
Januari,5705,232,Mendung,153
September,5706,244,Hujan,190
Juni,5707,332,Mendung,202
September,5708,109,Hujan,158
Juli,5709,107,Mendung,160
November,5710,104,Cerah,81
Desember,5711,296,Cerah,72
Juni,5712,100,Hujan,185
April,5713,206,Hujan,198
Mei,5714,261,Hujan,209
Maret,5715,182,Cerah,99
April,5716,327,Mendung,131
Februari,5717,259,Mendung,203
Desember,5718,155,Hujan,190
Oktober,5719,296,Cerah,130
November,5720,141,Cerah,114
Juni,5721,179,Mendung,179
Maret,5722,315,Mendung,94
April,5723,228,Cerah,190
Januari,5724,330,Hujan,142
Desember,5725,258,Hujan,175
Juli,5726,262,Mendung,89
Juli,5727,336,Hujan,199
Juli,5728,324,Mendung,167
Desember,5729,221,Mendung,138
November,5730,125,Cerah,92
Januari,5731,311,Cerah,87
Maret,5732,257,Hujan,206
Oktober,5733,113,Hujan,110
Maret,5734,253,Hujan,186
Januari,5735,313,Hujan,209
Agustus,5736,316,Mendung,125
April,5737,152,Cerah,152
Mei,5738,171,Mendung,132
Oktober,5739,198,Cerah,93
Maret,5740,322,Mendung,207
Oktober,5741,177,Mendung,124
Desember,5742,133,Hujan,89
Maret,5743,154,Mendung,74
Februari,5744,277,Cerah,93
Juli,5745,111,Mendung,184
Mei,5746,348,Cerah,83
Juli,5747,302,Cerah,114
Agustus,5748,220,Cerah,106
Juni,5749,232,Cerah,108
Mei,5750,229,Mendung,210
Juni,5751,170,Hujan,197
Juli,5752,142,Hujan,208
November,5753,180,Hujan,209
Agustus,5754,283,Cerah,188
Agustus,5755,207,Mendung,128
April,5756,212,Hujan,85
Januari,5757,113,Mendung,196
Juli,5758,199,Hujan,79
Januari,5759,296,Hujan,177
November,5760,207,Mendung,173
April,5761,114,Mendung,88
Oktober,5762,195,Cerah,78
Februari,5763,228,Cerah,107
Mei,5764,257,Hujan,164
Januari,5765,205,Hujan,109
Maret,5766,317,Mendung,103
Januari,5767,181,Mendung,92
Juli,5768,174,Cerah,159
November,5769,296,Hujan,175
Oktober,5770,295,Hujan,193
Mei,5771,194,Mendung,77
Januari,5772,248,Mendung,156
Desember,5773,236,Cerah,108
Februari,5774,235,Cerah,156
November,5775,140,Mendung,107
Agustus,5776,109,Hujan,138
April,5777,257,Mendung,154
Maret,5778,165,Hujan,187
Maret,5779,262,Hujan,88
September,5780,280,Mendung,155
September,5781,296,Mendung,130
Februari,5782,230,Cerah,93
April,5783,138,Mendung,138
Februari,5784,213,Cerah,164
Juni,5785,123,Hujan,173
Agustus,5786,176,Cerah,133
Mei,5787,249,Cerah,127
Juli,5788,127,Mendung,163
Februari,5789,243,Cerah,85
Februari,5790,332,Cerah,142
April,5791,158,Hujan,198
Januari,5792,260,Hujan,179
Maret,5793,198,Cerah,162
Januari,5794,172,Cerah,165
Mei,5795,100,Cerah,126
Juli,5796,208,Hujan,125
Desember,5797,258,Mendung,136
Oktober,5798,332,Mendung,111
Februari,5799,191,Mendung,91
Oktober,5800,159,Hujan,118
Juli,5801,280,Hujan,146
Mei,5802,161,Mendung,218
Maret,5803,251,Hujan,126
Juli,5804,180,Hujan,104
Agustus,5805,133,Hujan,159
April,5806,191,Hujan,194
Februari,5807,258,Hujan,146
Desember,5808,190,Cerah,133
Oktober,5809,263,Cerah,170
Oktober,5810,212,Hujan,209
Mei,5811,167,Mendung,173
Desember,5812,218,Hujan,141
Oktober,5813,258,Cerah,81
November,5814,287,Hujan,149
Maret,5815,258,Mendung,129
Mei,5816,342,Mendung,172
Juli,5817,184,Hujan,145
Oktober,5818,108,Hujan,216
April,5819,210,Mendung,132
Mei,5820,280,Hujan,174
Mei,5821,153,Hujan,81
November,5822,121,Cerah,189
September,5823,278,Hujan,143
Februari,5824,164,Hujan,191
Mei,5825,289,Cerah,214
Juni,5826,271,Cerah,110
Juli,5827,141,Cerah,112
Desember,5828,237,Cerah,186
September,5829,157,Cerah,175
September,5830,262,Cerah,165
Maret,5831,108,Cerah,219
Februari,5832,257,Cerah,205
September,5833,260,Mendung,112
Juni,5834,290,Mendung,106
Februari,5835,328,Hujan,176
Oktober,5836,322,Hujan,134
Januari,5837,327,Cerah,183
April,5838,216,Hujan,174
Mei,5839,151,Cerah,160
November,5840,292,Cerah,193
Maret,5841,246,Cerah,161
November,5842,119,Mendung,142
Oktober,5843,277,Cerah,218
April,5844,100,Hujan,84
Mei,5845,184,Cerah,75
Mei,5846,159,Mendung,166
Mei,5847,125,Cerah,125
Januari,5848,110,Mendung,171
April,5849,337,Cerah,86
April,5850,326,Hujan,162
Juni,5851,247,Cerah,186
Maret,5852,248,Cerah,168
April,5853,288,Cerah,163
Mei,5854,192,Cerah,154
Juli,5855,142,Hujan,106
Maret,5856,251,Cerah,196
September,5857,230,Mendung,210
Mei,5858,115,Hujan,178
April,5859,145,Hujan,94
Juli,5860,280,Cerah,164
Desember,5861,214,Hujan,153
Mei,5862,166,Mendung,218
Maret,5863,229,Cerah,200
November,5864,287,Mendung,182
Juli,5865,138,Cerah,195
Oktober,5866,208,Hujan,153
Januari,5867,193,Hujan,208
Mei,5868,294,Cerah,70
Juli,5869,287,Mendung,117
Mei,5870,165,Mendung,161
November,5871,297,Mendung,129
Januari,5872,263,Cerah,212
Juli,5873,307,Hujan,217
Mei,5874,127,Cerah,167
November,5875,242,Mendung,120
September,5876,244,Hujan,112
Juli,5877,182,Hujan,157
September,5878,242,Hujan,198
September,5879,201,Cerah,192
Maret,5880,218,Hujan,191
April,5881,182,Hujan,105
Mei,5882,126,Cerah,110
Oktober,5883,181,Hujan,198
Januari,5884,323,Mendung,151
Juli,5885,117,Hujan,126
November,5886,126,Cerah,76
Maret,5887,136,Cerah,132
Maret,5888,320,Mendung,111
Februari,5889,186,Mendung,126
November,5890,136,Mendung,73
November,5891,200,Hujan,197
Maret,5892,194,Cerah,184
Mei,5893,218,Cerah,87
Oktober,5894,302,Cerah,119
Oktober,5895,122,Mendung,157
Mei,5896,153,Mendung,185
April,5897,186,Mendung,207
Oktober,5898,287,Mendung,203
Juli,5899,184,Hujan,140
Agustus,5900,207,Cerah,72
Februari,5901,122,Cerah,72
Oktober,5902,146,Cerah,203
November,5903,192,Hujan,99
Juni,5904,237,Hujan,185
Juli,5905,135,Cerah,73
Oktober,5906,124,Hujan,131
Juni,5907,295,Cerah,155
Maret,5908,215,Hujan,110
Mei,5909,279,Mendung,101
Agustus,5910,211,Hujan,152
Juni,5911,209,Cerah,178
November,5912,145,Mendung,219
Januari,5913,323,Hujan,81
Desember,5914,224,Hujan,96
Februari,5915,236,Cerah,162
November,5916,260,Hujan,132
Agustus,5917,246,Mendung,140
Juni,5918,110,Hujan,169
Januari,5919,297,Hujan,160
Maret,5920,138,Hujan,181
November,5921,262,Mendung,186
Januari,5922,326,Hujan,168
Januari,5923,117,Cerah,171
Maret,5924,267,Cerah,168
Mei,5925,224,Mendung,134
Desember,5926,215,Cerah,190
Januari,5927,219,Mendung,194
Mei,5928,277,Cerah,217
Mei,5929,180,Mendung,175
September,5930,142,Cerah,163
Desember,5931,230,Cerah,188
Agustus,5932,311,Cerah,182
Januari,5933,280,Mendung,201
September,5934,232,Hujan,74
Februari,5935,120,Mendung,133
Oktober,5936,242,Hujan,162
November,5937,319,Cerah,79
Februari,5938,167,Cerah,172
Mei,5939,198,Cerah,137
Maret,5940,142,Cerah,217
Maret,5941,264,Hujan,150
Desember,5942,332,Cerah,113
Maret,5943,293,Cerah,151
Oktober,5944,206,Hujan,202
Mei,5945,126,Cerah,135
Januari,5946,311,Mendung,132
Juli,5947,273,Mendung,105
Mei,5948,228,Hujan,211
Desember,5949,136,Hujan,213
Mei,5950,302,Mendung,212
Februari,5951,280,Mendung,124
September,5952,315,Mendung,83
Maret,5953,185,Mendung,75
Februari,5954,184,Hujan,103
November,5955,197,Hujan,177
Desember,5956,259,Cerah,186
Juni,5957,132,Mendung,115
April,5958,147,Mendung,73
Mei,5959,264,Mendung,162
Juni,5960,152,Hujan,95
November,5961,112,Cerah,151
Juli,5962,150,Cerah,125
September,5963,251,Hujan,94
Mei,5964,138,Cerah,170
Januari,5965,276,Cerah,85
Maret,5966,176,Mendung,93
Januari,5967,114,Cerah,152
Juli,5968,206,Hujan,169
November,5969,199,Hujan,85
Juli,5970,227,Mendung,209
Desember,5971,126,Mendung,183
Desember,5972,162,Cerah,196
Agustus,5973,277,Mendung,159
Mei,5974,137,Hujan,113
Juni,5975,221,Hujan,99
Agustus,5976,131,Hujan,90
Maret,5977,290,Cerah,148
November,5978,260,Mendung,170
April,5979,340,Hujan,97
Februari,5980,159,Mendung,131
Januari,5981,244,Cerah,107
Januari,5982,248,Cerah,203
Januari,5983,259,Hujan,191
Januari,5984,126,Cerah,175
Februari,5985,100,Mendung,97
Juli,5986,331,Mendung,141
Oktober,5987,182,Hujan,201
Maret,5988,332,Hujan,155
Maret,5989,286,Hujan,92
April,5990,218,Mendung,171
Februari,5991,308,Cerah,194
Maret,5992,149,Mendung,97
Januari,5993,211,Cerah,111
Agustus,5994,302,Cerah,114
Juni,5995,231,Hujan,174
September,5996,222,Mendung,197
Agustus,5997,129,Hujan,176
Januari,5998,201,Mendung,126
Januari,5999,136,Hujan,83
Oktober,6000,263,Cerah,71
November,6001,264,Mendung,135
Februari,6002,259,Hujan,112
Mei,6003,244,Cerah,125
Juni,6004,230,Cerah,87
Juli,6005,184,Cerah,107
Agustus,6006,331,Hujan,135
Februari,6007,290,Mendung,125
Desember,6008,171,Mendung,211
November,6009,202,Cerah,93
November,6010,348,Hujan,179
Juli,6011,308,Mendung,95
Desember,6012,262,Hujan,208
Maret,6013,292,Hujan,161
Agustus,6014,318,Mendung,71
November,6015,335,Hujan,147
Juni,6016,192,Cerah,89
Juli,6017,274,Cerah,138
Mei,6018,155,Cerah,121
Maret,6019,114,Mendung,86
Februari,6020,144,Mendung,141
Februari,6021,208,Cerah,96
Oktober,6022,293,Mendung,138
September,6023,247,Mendung,182
September,6024,231,Cerah,116
Juli,6025,310,Mendung,171
Juli,6026,250,Cerah,187
Juni,6027,200,Hujan,164
Juni,6028,137,Hujan,129
Maret,6029,156,Hujan,85
Januari,6030,206,Mendung,77
April,6031,150,Hujan,91
Desember,6032,209,Mendung,80
November,6033,230,Hujan,157
Februari,6034,201,Hujan,212
November,6035,335,Mendung,122
September,6036,230,Mendung,79
Agustus,6037,246,Mendung,148
Desember,6038,188,Mendung,178
Mei,6039,106,Mendung,214
Januari,6040,288,Hujan,135
Agustus,6041,141,Cerah,154
Mei,6042,194,Hujan,185
September,6043,219,Mendung,215
Desember,6044,153,Mendung,206
Juli,6045,206,Cerah,180
September,6046,307,Cerah,151
September,6047,260,Hujan,214
Januari,6048,163,Hujan,82
Oktober,6049,154,Mendung,129
Mei,6050,251,Hujan,114
Desember,6051,176,Mendung,133
Mei,6052,132,Mendung,80
Oktober,6053,311,Cerah,212
Oktober,6054,129,Hujan,134
Desember,6055,203,Hujan,171
September,6056,297,Mendung,219
Mei,6057,117,Cerah,186
Februari,6058,237,Hujan,128
April,6059,145,Hujan,173
Juni,6060,263,Hujan,117
Maret,6061,121,Hujan,75
Mei,6062,136,Hujan,208
November,6063,241,Mendung,130
Mei,6064,138,Mendung,99
Juni,6065,106,Mendung,159
Januari,6066,216,Hujan,90
Juni,6067,188,Cerah,108
Agustus,6068,289,Mendung,146
April,6069,257,Hujan,197
Februari,6070,334,Cerah,156
Februari,6071,200,Mendung,218
November,6072,106,Hujan,87
Februari,6073,243,Cerah,210
Juli,6074,159,Mendung,117
Desember,6075,274,Mendung,72
Juni,6076,261,Mendung,98
Januari,6077,324,Mendung,212
Oktober,6078,260,Cerah,108
Desember,6079,215,Hujan,112
Juni,6080,205,Hujan,196
Maret,6081,293,Hujan,218
Juni,6082,251,Mendung,206
Februari,6083,327,Cerah,116
Januari,6084,205,Hujan,191
Juni,6085,326,Mendung,125
Juni,6086,318,Mendung,98
Maret,6087,284,Hujan,159
Maret,6088,265,Mendung,84
Juli,6089,146,Mendung,117
April,6090,165,Cerah,166
Maret,6091,297,Mendung,150
Mei,6092,320,Mendung,159
November,6093,191,Cerah,70
Desember,6094,281,Hujan,142
Maret,6095,340,Hujan,87
Desember,6096,240,Cerah,168
April,6097,276,Mendung,154
Juli,6098,169,Mendung,121
Januari,6099,285,Cerah,80
Maret,6100,142,Hujan,174
September,6101,240,Hujan,74
November,6102,301,Mendung,184
Juli,6103,209,Cerah,204
Mei,6104,256,Mendung,71
Januari,6105,105,Cerah,93
Maret,6106,263,Mendung,70
Oktober,6107,272,Cerah,71
Mei,6108,299,Hujan,215
Januari,6109,137,Cerah,171
Agustus,6110,153,Hujan,175
September,6111,302,Hujan,208
Januari,6112,150,Mendung,203
Mei,6113,250,Hujan,135
September,6114,144,Cerah,97
Juni,6115,228,Hujan,142
April,6116,255,Hujan,102
Desember,6117,220,Cerah,93
Desember,6118,300,Hujan,152
November,6119,152,Mendung,206
Oktober,6120,330,Cerah,85
Desember,6121,262,Cerah,76
April,6122,333,Mendung,153
Desember,6123,141,Mendung,144
Juli,6124,124,Mendung,126
Oktober,6125,157,Mendung,165
Mei,6126,299,Cerah,126
Juli,6127,339,Hujan,191
Agustus,6128,244,Hujan,149
Agustus,6129,308,Cerah,130
November,6130,128,Mendung,156
Maret,6131,281,Hujan,148
Januari,6132,114,Cerah,197
Januari,6133,177,Cerah,128
November,6134,241,Hujan,167
Desember,6135,283,Cerah,90
Desember,6136,324,Hujan,203
Mei,6137,248,Hujan,203
Juni,6138,123,Hujan,157
Maret,6139,300,Cerah,169
Maret,6140,216,Hujan,145
September,6141,306,Hujan,71
April,6142,239,Hujan,73
Maret,6143,142,Hujan,89
Oktober,6144,137,Mendung,70
April,6145,343,Hujan,218
Oktober,6146,286,Mendung,191
Juli,6147,233,Mendung,191
Februari,6148,173,Mendung,74
November,6149,349,Cerah,93
November,6150,221,Cerah,136
Mei,6151,258,Hujan,95
November,6152,348,Cerah,89
November,6153,235,Cerah,175
Februari,6154,204,Cerah,219
Agustus,6155,235,Mendung,95
Juni,6156,154,Hujan,176
Oktober,6157,249,Cerah,82
November,6158,269,Hujan,175
Agustus,6159,292,Hujan,188
Agustus,6160,177,Mendung,117
September,6161,319,Cerah,106
Mei,6162,220,Mendung,160
Juli,6163,205,Mendung,138
November,6164,249,Mendung,171
Desember,6165,232,Hujan,147
Januari,6166,149,Mendung,86
Juni,6167,316,Mendung,188
November,6168,218,Mendung,206
April,6169,111,Cerah,183
Februari,6170,272,Hujan,160
November,6171,346,Hujan,202
Desember,6172,121,Cerah,140
Februari,6173,251,Hujan,187
Desember,6174,241,Mendung,195
September,6175,297,Hujan,90
Oktober,6176,142,Cerah,171
Juli,6177,178,Mendung,132
November,6178,324,Mendung,150
Mei,6179,206,Cerah,130
April,6180,183,Hujan,105
Oktober,6181,282,Cerah,212
Maret,6182,208,Hujan,80
Agustus,6183,319,Cerah,135
Oktober,6184,111,Mendung,133
April,6185,330,Mendung,115
Januari,6186,229,Hujan,128
Mei,6187,248,Cerah,146
September,6188,168,Hujan,204
Agustus,6189,118,Hujan,78
Juli,6190,228,Mendung,206
Mei,6191,230,Mendung,85
Juli,6192,318,Mendung,156
Juli,6193,218,Mendung,105
Juli,6194,213,Mendung,172
November,6195,274,Hujan,185
Juni,6196,139,Cerah,76
Maret,6197,219,Hujan,82
Mei,6198,235,Mendung,167
September,6199,323,Mendung,181
Juli,6200,222,Hujan,93
November,6201,158,Hujan,97
September,6202,125,Cerah,160
Mei,6203,177,Mendung,194
Agustus,6204,111,Hujan,189
Juli,6205,287,Mendung,132
Oktober,6206,189,Hujan,157
Maret,6207,336,Cerah,121
November,6208,109,Mendung,148
Oktober,6209,235,Mendung,136
Februari,6210,142,Cerah,145
November,6211,243,Hujan,156
Mei,6212,283,Cerah,160
Oktober,6213,311,Mendung,119
November,6214,344,Mendung,139
Maret,6215,160,Cerah,175
Januari,6216,296,Mendung,104
Juni,6217,279,Cerah,147
Februari,6218,296,Mendung,73
Februari,6219,254,Cerah,164
Juni,6220,170,Hujan,113
April,6221,197,Mendung,204
Februari,6222,321,Cerah,83
Februari,6223,115,Mendung,176
Mei,6224,130,Hujan,208
Juli,6225,147,Cerah,98
Agustus,6226,216,Cerah,71
Mei,6227,124,Mendung,214
Februari,6228,333,Cerah,131
Mei,6229,284,Mendung,191
Desember,6230,243,Hujan,147
Agustus,6231,160,Hujan,163
Mei,6232,262,Mendung,195
Desember,6233,192,Hujan,127
Februari,6234,208,Hujan,193
Oktober,6235,263,Hujan,85
April,6236,169,Cerah,173
Mei,6237,100,Cerah,148
Juni,6238,333,Hujan,132
Juni,6239,337,Mendung,83
April,6240,156,Hujan,137
Desember,6241,340,Cerah,111
Mei,6242,186,Mendung,103
September,6243,132,Mendung,217
Januari,6244,125,Cerah,204
April,6245,118,Mendung,199
November,6246,311,Cerah,132
Juni,6247,225,Cerah,81
Juni,6248,289,Mendung,205
Juli,6249,238,Hujan,202
September,6250,226,Mendung,165
Januari,6251,255,Cerah,178
Januari,6252,314,Hujan,196
Mei,6253,339,Mendung,101
Juni,6254,179,Hujan,193
September,6255,288,Cerah,163
Juli,6256,147,Mendung,121
Desember,6257,282,Mendung,171
Juli,6258,289,Hujan,162
April,6259,289,Hujan,217
Oktober,6260,217,Mendung,124
Oktober,6261,307,Hujan,88
April,6262,107,Cerah,126
Juli,6263,212,Mendung,115
September,6264,199,Cerah,187
Mei,6265,254,Mendung,184
Oktober,6266,211,Cerah,82
November,6267,260,Cerah,114
Oktober,6268,115,Cerah,215
Juli,6269,276,Hujan,103
Desember,6270,107,Hujan,161
September,6271,253,Cerah,110
Oktober,6272,244,Cerah,162
Februari,6273,161,Mendung,136
Juli,6274,343,Hujan,215
Desember,6275,267,Cerah,180
Februari,6276,233,Hujan,195
Januari,6277,308,Hujan,214
September,6278,323,Cerah,105
Februari,6279,319,Cerah,193
Juli,6280,236,Cerah,214
April,6281,221,Mendung,150
Februari,6282,219,Cerah,210
Februari,6283,104,Cerah,210
Maret,6284,253,Hujan,148
Maret,6285,285,Hujan,91
Juni,6286,103,Hujan,158
April,6287,259,Mendung,73
Mei,6288,203,Cerah,118
Desember,6289,202,Hujan,172
April,6290,108,Cerah,148
Oktober,6291,252,Cerah,174
Desember,6292,124,Mendung,78
Maret,6293,123,Cerah,130
Juli,6294,173,Hujan,216
September,6295,326,Mendung,111
Mei,6296,125,Hujan,211
Desember,6297,118,Cerah,142
April,6298,183,Hujan,168
Mei,6299,235,Mendung,118
November,6300,148,Cerah,170
April,6301,220,Mendung,213
November,6302,331,Mendung,115
Juli,6303,272,Hujan,83
September,6304,220,Hujan,106
November,6305,258,Cerah,140
Juli,6306,204,Hujan,181
Juni,6307,224,Cerah,117
Oktober,6308,236,Mendung,183
Juli,6309,283,Mendung,123
November,6310,316,Mendung,218
Maret,6311,299,Mendung,218
Januari,6312,187,Cerah,114
Juli,6313,183,Cerah,182
November,6314,228,Hujan,129
April,6315,250,Cerah,167
Agustus,6316,140,Mendung,119
November,6317,256,Cerah,91
Februari,6318,207,Mendung,212
Januari,6319,224,Hujan,196
Juli,6320,236,Cerah,104
Juni,6321,237,Hujan,129
Oktober,6322,193,Cerah,112
November,6323,128,Hujan,213
Agustus,6324,177,Cerah,77
Februari,6325,289,Cerah,94
Desember,6326,155,Cerah,154
April,6327,149,Mendung,83
Januari,6328,248,Cerah,188
April,6329,287,Cerah,214
Maret,6330,238,Hujan,141
September,6331,327,Mendung,183
September,6332,109,Hujan,117
Juli,6333,137,Mendung,154
September,6334,333,Hujan,175
Mei,6335,163,Mendung,173
